1610612737,Atlanta Hawks,67,20,47,0.299000,48.6,40.600000,90.600000,0.449,12.000000,36.100000,0.333,18.500000,23.400000,0.79,9.900000,33.400000,43.300000,24.000000,16.2000000000000000000000,7.800000,5.100000,6.400000,23.100000,21.000000,111.800000,-8.0000000000000000000000,23,26,28,27,4,17,7,23,16,8,30,12,15,10,19,23,22,17,28,13,12,30,30,13,17,29,10,Atlanta Hawks
1610612738,Boston Celtics,72,48,24,0.667000,48.4,41.300000,89.600000,0.461,12.600000,34.500000,0.364,18.600000,23.200000,0.801,10.700000,35.400000,46.100000,23.000000,13.8000000000000000000000,8.300000,5.600000,5.500000,21.600000,20.700000,113.700000,6.3000000000000000000000,11,5,5,5,10,12,11,17,12,13,13,11,18,5,6,11,8,25,8,6,5,25,20,15,9,3,10,Boston Celtics
1610612751,Brooklyn Nets,72,35,37,0.486000,48.6,40.400000,90.300000,0.448,13.100000,38.100000,0.343,17.900000,24.100000,0.745,10.600000,37.300000,47.900000,24.500000,15.3000000000000000000000,6.400000,4.500000,5.300000,21.000000,21.100000,111.800000,-0.6000000000000000000000,11,14,14,14,5,19,10,24,9,5,26,15,9,25,9,2,2,15,24,27,23,21,16,10,16,15,10,Brooklyn Nets
1610612766,Charlotte Hornets,65,23,42,0.354000,48.5,37.300000,85.900000,0.434,12.100000,34.300000,0.352,16.200000,21.600000,0.748,11.000000,31.800000,42.800000,23.800000,14.6000000000000000000000,6.600000,4.100000,5.000000,18.800000,20.600000,102.900000,-6.8000000000000000000000,26,23,21,22,9,30,26,30,15,14,19,26,25,24,3,29,26,19,14,26,25,20,3,16,30,27,10,Charlotte Hornets
1610612741,Chicago Bulls,65,22,43,0.338000,48.2,39.600000,88.600000,0.447,12.200000,35.100000,0.348,15.500000,20.500000,0.755,10.500000,31.400000,41.900000,23.200000,15.5000000000000000000000,10.000000,4.100000,5.900000,21.800000,19.200000,106.800000,-3.1000000000000000000000,26,24,23,24,21,25,16,26,14,11,22,28,27,21,13,30,29,23,27,1,26,28,24,29,27,22,10,Chicago Bulls
1610612739,Cleveland Cavaliers,65,19,46,0.292000,48.4,40.300000,87.900000,0.458,11.200000,31.800000,0.351,15.100000,19.900000,0.758,10.800000,33.400000,44.200000,23.100000,16.5000000000000000000000,6.900000,3.200000,6.300000,18.300000,19.600000,106.900000,-7.9000000000000000000000,26,28,26,29,13,20,24,19,21,20,20,29,29,20,4,22,19,24,30,25,30,29,1,26,26,28,10,Cleveland Cavaliers
1610612742,Dallas Mavericks,75,43,32,0.573000,48.5,41.700000,90.300000,0.461,15.100000,41.300000,0.367,18.600000,23.800000,0.779,10.500000,36.400000,46.900000,24.700000,12.7000000000000000000000,6.100000,4.800000,4.100000,19.500000,21.300000,117.000000,4.9000000000000000000000,1,12,13,13,8,9,9,16,2,2,10,10,11,14,11,4,4,14,2,29,16,5,6,9,3,6,10,Dallas Mavericks
1610612743,Denver Nuggets,73,46,27,0.630000,48.6,42.000000,88.900000,0.473,11.000000,30.600000,0.359,16.200000,20.900000,0.777,10.800000,33.400000,44.100000,26.700000,13.8000000000000000000000,8.000000,4.600000,4.400000,20.300000,20.500000,111.300000,2.1000000000000000000000,3,6,6,6,2,8,15,4,24,26,15,25,26,16,5,24,20,4,7,9,19,8,11,17,19,11,10,Denver Nuggets
1610612765,Detroit Pistons,66,20,46,0.303000,48.4,39.300000,85.700000,0.459,12.000000,32.700000,0.367,16.600000,22.400000,0.743,9.800000,32.000000,41.700000,24.100000,15.3000000000000000000000,7.400000,4.500000,5.600000,19.700000,19.800000,107.200000,-3.6000000000000000000000,24,26,26,26,15,28,27,18,18,17,11,22,22,26,21,27,30,16,25,21,22,27,8,24,25,23,10,Detroit Pistons
1610612744,Golden State Warriors,65,15,50,0.231000,48.4,38.600000,88.200000,0.438,10.400000,31.300000,0.334,18.700000,23.200000,0.803,10.000000,32.900000,42.800000,25.600000,14.9000000000000000000000,8.200000,4.600000,4.900000,20.100000,20.100000,106.300000,-8.7000000000000000000000,26,30,30,30,13,29,21,29,28,25,29,9,16,4,18,26,24,9,19,7,20,17,10,21,28,30,10,Golden State Warriors
