1610612737,Atlanta Hawks,72,41,31,0.569000,48.3,40.800000,87.200000,0.468,12.400000,33.400000,0.373,19.700000,24.200000,0.812,10.600000,35.100000,45.600000,24.100000,13.2000000000000000000000,7.000000,4.800000,5.000000,19.300000,19.800000,113.700000,2.3000000000000000000000,1,11,11,11,11,19,23,17,17,19,12,2,4,5,7,10,5,19,9,24,17,17,18,9,13,9,10,Atlanta Hawks
1610612738,Boston Celtics,72,36,36,0.500000,48.3,41.500000,88.900000,0.466,13.600000,36.400000,0.374,16.100000,20.800000,0.775,10.600000,33.600000,44.300000,23.500000,14.1000000000000000000000,7.700000,5.300000,4.600000,20.400000,19.300000,112.600000,1.5000000000000000000000,1,16,16,16,16,13,11,19,11,10,10,25,25,16,4,22,15,25,16,13,6,11,24,13,16,13,10,Boston Celtics
1610612751,Brooklyn Nets,72,48,24,0.667000,48.3,43.100000,87.300000,0.494,14.200000,36.100000,0.392,18.100000,22.500000,0.804,8.900000,35.500000,44.400000,26.800000,13.5000000000000000000000,6.700000,5.300000,4.600000,19.000000,18.900000,118.600000,4.5000000000000000000000,1,4,4,4,11,6,21,1,7,12,2,5,8,6,27,5,14,7,13,27,7,9,13,18,2,7,10,Brooklyn Nets
1610612766,Charlotte Hornets,72,33,39,0.458000,48.2,39.900000,87.800000,0.455,13.700000,37.000000,0.369,15.900000,20.900000,0.761,10.600000,33.200000,43.800000,26.800000,14.8000000000000000000000,7.800000,4.800000,4.800000,18.000000,18.600000,109.500000,-1.9000000000000000000000,1,19,19,19,19,22,20,22,10,9,14,26,24,21,6,25,19,5,24,10,16,14,5,21,23,23,10,Charlotte Hornets
1610612741,Chicago Bulls,72,31,41,0.431000,48.3,42.200000,88.600000,0.476,12.600000,34.000000,0.37,13.800000,17.500000,0.791,9.600000,35.300000,45.000000,26.800000,15.1000000000000000000000,6.700000,4.200000,5.100000,18.900000,17.700000,110.700000,-0.9000000000000000000000,1,21,21,21,16,10,14,9,16,17,13,30,30,11,19,8,11,8,27,28,27,18,10,30,21,20,10,Chicago Bulls
1610612739,Cleveland Cavaliers,72,22,50,0.306000,48.4,38.600000,85.800000,0.45,10.000000,29.700000,0.336,16.700000,22.400000,0.743,10.400000,32.300000,42.800000,23.800000,15.5000000000000000000000,7.800000,4.500000,5.900000,18.200000,20.200000,103.800000,-8.4000000000000000000000,1,26,26,26,6,29,28,25,29,28,30,14,9,26,10,28,24,21,29,12,20,29,7,6,30,28,10,Cleveland Cavaliers
1610612742,Dallas Mavericks,72,42,30,0.583000,48.1,41.100000,87.300000,0.47,13.800000,38.100000,0.362,16.500000,21.200000,0.778,9.100000,34.200000,43.300000,22.900000,12.1000000000000000000000,6.300000,4.300000,3.700000,19.400000,20.100000,112.400000,2.3000000000000000000000,1,8,8,8,24,18,22,13,8,6,18,18,20,15,25,17,21,26,3,30,26,2,19,7,17,11,10,Dallas Mavericks
1610612743,Denver Nuggets,72,47,25,0.653000,48.6,43.300000,89.200000,0.485,12.900000,34.200000,0.377,15.700000,19.500000,0.803,10.500000,33.900000,44.400000,26.800000,13.5000000000000000000000,8.100000,4.500000,4.500000,19.100000,19.200000,115.100000,4.9000000000000000000000,1,5,5,5,1,4,9,4,15,16,8,27,27,7,8,19,13,5,12,8,21,7,14,15,8,6,10,Denver Nuggets
1610612765,Detroit Pistons,72,20,52,0.278000,48.4,38.700000,85.600000,0.452,11.600000,32.900000,0.351,17.800000,23.400000,0.759,9.600000,33.100000,42.700000,24.200000,14.9000000000000000000000,7.400000,5.200000,5.800000,20.500000,20.400000,106.600000,-4.5000000000000000000000,1,29,29,29,6,28,29,24,22,21,22,7,5,24,18,26,25,18,25,17,8,28,26,5,27,25,10,Detroit Pistons
1610612744,Golden State Warriors,72,39,33,0.542000,48.1,41.300000,88.200000,0.468,14.600000,38.700000,0.376,16.600000,21.100000,0.785,8.000000,35.100000,43.000000,27.700000,15.0000000000000000000000,8.200000,4.800000,4.300000,21.200000,19.500000,113.700000,1.1000000000000000000000,1,14,14,14,24,15,17,14,3,5,9,16,21,13,30,12,22,1,26,6,17,6,28,11,12,14,10,Golden State Warriors
